run43_exp9	heart	DuckDB Integration	REWORD	info_retrieval	3922	3872	1.0	1.0	1.0	0.0	false	KEEP	120
run43_exp10	nervous-system	Loop 5 System Health	SPLIT	info_retrieval	1260	1276	1.0	1.0	1.0	0.0	false	KEEP	120
run44_exp1	spine	Ground Truth Files	ADD	info_retrieval	1141	1209	1.0	1.0	0.93	0.0	false	KEEP	120
run44_exp2	heart	Design Choices	RESTRUCTURE	info_retrieval	3872	3875	1.0	1.0	1.0	0.0	false	KEEP	130
run44_exp3	gut	Three Functions	COMPRESS	info_retrieval	2058	2033	1.0	1.0	1.0	0.0	false	KEEP	120
run44_exp4	eyes	OCI Performance	REWORD	info_retrieval	1147	1167	1.0	1.0	1.0	0.0	false	KEEP	110
run44_exp5	amcc	The Streak	ADD	info_retrieval	3154	3239	1.0	1.0	1.0	0.0	false	KEEP	120
run44_exp6	spine	Hook System	REWORD	info_retrieval	1209	1229	0.9	1.0	0.9	-0.1	false	REVERT	120
run44_exp7	eyes	Whats Coming	ADD	info_retrieval	1167	1199	1.0	1.0	1.0	0.0	false	KEEP	110
run44_exp8	richard-style-wbr	Examples	SPLIT	output_quality	920	928	0.86	0.90	0.84	-0.04	false	REVERT	140
run44_exp9	device	Installed Apps	REWORD	info_retrieval	2085	2078	1.0	1.0	1.0	0.0	false	KEEP	120
run44_exp10	richard-style-slack	Greeting and Sign-off	SPLIT	output_quality	1214	1214	0.96	0.96	0.96	0.0	false	KEEP	130
run45_exp1	amcc	Common Failures	SPLIT	info_retrieval	3239	3246	0.833	0.833	1.0	0.0	false	KEEP	120
run45_exp2	eyes	Ad Copy Testing Results	SPLIT	info_retrieval	1199	1201	1.0	1.0	1.0	0.0	false	KEEP	120
run45_exp3	memory	Relationship Staleness Index	COMPRESS	info_retrieval	2003	1989	0.818	1.0	0.818	-0.182	false	REVERT	120
run45_exp4	nervous-system	Loop 1 Decision Audit	RESTRUCTURE	info_retrieval	1276	1276	1.0	1.0	1.0	0.0	false	KEEP	120
run45_exp5	gut	Governance/When to Read	REMOVE	info_retrieval	2033	2003	0.867	1.0	0.667	-0.133	false	REVERT	120
run45_exp6	richard-style-slack	Cadence and Structure	REWORD	output_quality	1214	1222	0.96	0.96	0.92	0.0	false	KEEP	150
run45_exp7	richard-style-email	Sentence-Level Patterns	MERGE	output_quality	832	828	0.98	0.98	0.88	0.0	false	KEEP	150
run45_exp8	am-triage	Data Query Sections	MERGE	output_quality	390	373	1.0	1.0	1.0	0.0	false	KEEP	150
run45_exp9	audit-asana-writes	Batch Handling/Critical Rules	RESTRUCTURE	output_quality	248	239	1.0	1.0	1.0	0.0	false	KEEP	150
run45_exp10	richard-style-amazon	Writing Hygiene	MERGE	output_quality	951	949	1.0	1.0	1.0	0.0	false	KEEP	150
run46_exp1	spine	Directory Map	COMPRESS	information_retrieval	1209	1176	0.762	0.762	0.762	0.0	false	KEEP	150
run46_exp2	heart	Hyperparameters	RESTRUCTURE	information_retrieval	3875	3875	1.0	1.0	1.0	0.0	false	KEEP	150
run46_exp3	brain	Decision Log	REMOVE	information_retrieval	1373	1311	0.8	1.0	0.8	-0.2	false	REVERT	150
run46_exp4	eod-refresh	Backend/Frontend	SPLIT	output_quality	339	403	0.98	0.98	0.92	0.0	false	KEEP	150
run46_exp5	memory	Compressed Context	RESTRUCTURE	information_retrieval	2003	2003	1.0	1.0	1.0	0.0	false	KEEP	150
run46_exp6	richard-style-wbr	Voice	SPLIT	output_quality	920	923	0.96	0.96	0.96	0.0	false	KEEP	150
run46_exp7	nervous-system	Loop 9 Baselines	REWORD	information_retrieval	1276	1313	1.0	1.0	1.0	0.0	false	KEEP	150
run46_exp8	richard-style-email	Full File	RESTRUCTURE	output_quality	828	828	1.0	1.0	0.98	0.0	false	KEEP	150
run46_exp9	audit-asana-writes	Full Hook	ADD	output_quality	239	310	1.0	1.0	1.0	0.0	false	KEEP	150
run46_exp10	amcc	Political Awareness Layer	ADD	information_retrieval	3246	3413	1.0	1.0	1.0	0.0	false	KEEP	150
run47_exp1	eyes	Data Pipeline + Whats Coming	MERGE	information_retrieval	1201	1205	1.0	1.0	1.0	0.0	false	KEEP	300
run47_exp2	device	Tool Factory	SPLIT	information_retrieval	2078	2094	1.0	1.0	1.0	0.0	false	KEEP	300
run47_exp3	brain	Foundational Decisions table	COMPRESS	information_retrieval	1373	1263	0.638	1.0	0.583	-0.362	false	REVERT	600
run47_exp4	amcc	Integration+CommonFailures+GrowthModel	MERGE	information_retrieval	3413	3050	0.833	1.0	0.833	-0.167	false	REVERT	600
run47_exp5	richard-style-email	Full file	RESTRUCTURE	output_quality	828	828	0.88	0.89	0.82	-0.01	false	REVERT	600
PE-1_design	wbr_pipeline	_stage_project+_write_projections	RESTRUCTURE	output_quality	-	-	-	-	-	-	false	DESIGNED	0
run48_exp1	spine	Ground Truth Files	ADD	information_retrieval	1176	1223	1.0	1.0	1.0	0.0	false	KEEP	120
run48_exp1	brain	Leverage Assessment Framework	COMPRESS	information_retrieval	1373	1308	0.9	1.0	0.9	-0.1	false	REVERT	120
run48_exp2	eyes	OCI Performance	REWORD	information_retrieval	1195	1178	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp2	amcc	Purpose	RESTRUCTURE	information_retrieval	4147	4148	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp3	heart	Run Protocol eval prompt	ADD	information_retrieval	4085	4134	0.0	1.0	1.0	-1.0	false	REVERT	180
run48_exp4	richard-style-wbr	Voice+Key Patterns	MERGE	output_quality	923	919	0.0	0.0	0.0	0.0	false	KEEP	180
run48_exp3	richard-style-docs	Investigation+HowTo	MERGE	output_quality	772	764	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp5	richard-style-slack	What NOT to Do	ADD	information_retrieval	1222	1238	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp6	richard-style-docs	Common Failures	REWORD	information_retrieval	764	754	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp7	gut	Governance+When to Read	MERGE	information_retrieval	2033	1963	0.0	1.0	1.0	-1.0	false	REVERT	180
run48_exp4	am-triage	Steps+DataQueries	MERGE	output_quality	373	350	1.0	1.0	1.0	0.0	false	KEEP	180
run48_exp8	am-triage	Step descriptions	REWORD	output_quality	319	290	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp5	brain	Five Levels Current Status	ADD	information_retrieval	1373	1437	1.0	1.0	0.93	0.0	false	KEEP	150
run48_exp9	nervous-system	L1 Gate-Breaker Candidates	RESTRUCTURE	information_retrieval	1313	1315	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp10	memory	Reference Index subfolders	RESTRUCTURE	information_retrieval	2003	2049	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp6	amcc	After Intervention	ADD	information_retrieval	4148	4250	1.0	0.9	1.0	0.1	false	KEEP	180
run48_exp7	richard-style-docs	Testing Plans	COMPRESS	output_quality	754	743	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp8	memory	Key Decisions/Positions	REWORD	information_retrieval	2049	2068	1.0	0.917	1.0	0.083	false	KEEP	180
run48_exp9	device	Delegation Protocols	REWORD	information_retrieval	2223	2217	1.0	1.0	1.0	0.0	false	KEEP	150
run48_exp10	gut	Identity Field Protection	SPLIT	information_retrieval	2033	2025	1.0	1.0	1.0	0.0	false	KEEP	150
run49_exp1	am-triage	full hook	RESTRUCTURE	output_quality	321	311	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp2	richard-style-mbr	Data Rules	REMOVE	output_quality	529	445	0.8	1.0	0.8	-0.2	false	REVERT	120
run49_exp3	eyes	OCI+AdCopy	MERGE	information_retrieval	1178	1186	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp1	nervous-system	Loop 1 Decision Audit	SPLIT	information_retrieval	1315	1322	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp2	brain	OP1 Strategic Narrative	RESTRUCTURE	information_retrieval	1437	1437	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp4	audit-asana-writes	Steps+CommonFailures	MERGE	output_quality	310	235	0.8	1.0	0.8	-0.2	false	REVERT	120
run49_exp3	gut	Three Functions	RESTRUCTURE	information_retrieval	2025	2025	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp5	nervous-system	Loop 1 Decision Audit	ADD	information_retrieval	1322	1366	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp4	heart	Design Choices Core Principles	REWORD	information_retrieval	4085	4054	1.0	1.0	1.0	0.0	false	KEEP	180
run49_exp6	spine	Session Bootstrap	REMOVE	information_retrieval	1223	1092	0.4	1.0	0.4	-0.6	false	REVERT	120
run49_exp7	eod-refresh	Auto-Execute	ADD	output_quality	499	555	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp5	richard-style-email	Email Operational	RESTRUCTURE	output_quality	828	828	0.96	0.94	0.90	0.02	false	KEEP	180
run49_exp8	heart	Architecture	COMPRESS	information_retrieval	4054	3860	1.0	1.0	1.0	0.0	false	KEEP	120
run49_exp6	richard-style-slack	What Shares Unprompted	COMPRESS	output_quality	1238	1207	0.98	0.98	0.98	0.0	false	KEEP	150
run49_exp7	amcc	Common Failures	ADD	information_retrieval	4250	4291	0.934	0.90	0.934	0.034	false	KEEP	150
run49_exp9	richard-style-docs	Strategic Narrative	REMOVE	output_quality	743	662	0.8	1.0	0.8	-0.2	false	REVERT	120
run49_exp8	richard-style-amazon	Confidence Calibration	ADD	output_quality	949	1000	1.0	1.0	1.0	0.0	false	KEEP	150
run49_exp10	brain	Leverage Assessment	REMOVE	information_retrieval	1437	1302	0.6	1.0	0.6	-0.4	false	REVERT	120
run49_exp9	eod-refresh	Queue for Frontend	ADD	output_quality	555	578	1.0	0.9	1.0	0.1	false	KEEP	150
run49_exp10	richard-style-slack	Relationship Dynamics	ADD	output_quality	1207	1238	0.99	0.98	0.99	0.01	false	KEEP	150
run50_exp1	device	Slack Context Ingestion	REMOVE	information_retrieval	2217	2123	0.0	1.0	0.0	-1.0	false	REVERT	120
run50_exp2	brain	Prediction Template	SPLIT	information_retrieval	1437	1440	0.778	0.778	0.778	0.0	false	REVERT	120
run50_exp1	eod-refresh	Backend Phases table	COMPRESS	output_quality	578	518	1.0	1.0	1.0	0.0	false	KEEP	120
run50_exp3	richard-style-wbr	Attribution+Context Failures	MERGE	output_quality	919	916	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp2	nervous-system	Loop 3 Pattern Trajectory	RESTRUCTURE	information_retrieval	1366	1366	1.0	1.0	1.0	0.0	false	KEEP	120
run50_exp3	device	EOD Hook	COMPRESS	information_retrieval	2217	2204	0.67	1.0	0.58	-0.33	false	REVERT	120
run50_exp4	richard-style-email	Operational Coordination	ADD	output_quality	828	854	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp4	richard-style-docs	Knowledge-Sharing+Common Failures	MERGE	output_quality	743	748	1.0	1.0	1.0	0.0	false	KEEP	120
run50_exp5	spine	Common Failures	ADD	information_retrieval	1223	1260	1.0	1.0	1.0	0.0	false	KEEP	120
run50_exp5	brain	OP1 Narrative+Leverage Assessment	MERGE	information_retrieval	1437	1441	1.0	1.0	1.0	0.0	false	KEEP	120
run50_exp6	richard-style-wbr	Common Failures worked example	ADD	output_quality	916	967	1.0	0.8	1.0	0.2	false	KEEP	150
run50_exp7	memory	Common Failures	REWORD	information_retrieval	2068	2047	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp6	device	Safety Guards	ADD	information_retrieval	2217	2237	1.0	0.7	1.0	0.3	false	KEEP	150
run50_exp7	richard-style-wbr	Formatting Rules	REMOVE	output_quality	967	796	0.077	1.0	0.15	-0.923	false	REVERT	150
run50_exp8	am-triage	Common Failures subsections	SPLIT	output_quality	311	313	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp9	spine	Ground Truth+Common Failures	MERGE	information_retrieval	1260	1260	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp8	richard-style-mbr	Common Failures	SPLIT	output_quality	529	537	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp10	eyes	Market Deep Dives reading guide	ADD	information_retrieval	1186	1236	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp9	brain	Level 1 Sharpen Yourself	REWORD	information_retrieval	1441	1436	1.0	1.0	1.0	0.0	false	KEEP	150
run50_exp10	am-triage	Steps	SPLIT	output_quality	313	325	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp1	device	SharePoint Durability Layer	ADD	information_retrieval	2237	2284	1.0	0.8	0.9	0.2	false	KEEP	120
run51_exp2	eod-refresh	Wiki Candidate	RESTRUCTURE	output_quality	518	526	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp3	richard-style-email	Common Draft Failures	COMPRESS	output_quality	854	768	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp1	nervous-system	Common Failures	COMPRESS	information_retrieval	1366	1315	1.0	1.0	1.0	0.0	false	KEEP	120
run51_exp4	nervous-system	Loop 7 Coherence Audit	REWORD	information_retrieval	1315	1335	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp5	memory	Compressed Context	REWORD	information_retrieval	2047	2059	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp6	spine	Key IDs	ADD	information_retrieval	1260	1282	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp2	eod-refresh	Backend Phases	SPLIT	output_quality	517	560	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp7	richard-style-slack	Slack-Specific Habits	REWORD	output_quality	1238	1211	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp3	spine	Session Bootstrap	RESTRUCTURE	information_retrieval	1282	1282	0.929	1.0	1.0	-0.071	false	REVERT	150
run51_exp8	gut	Three Functions	REWORD	information_retrieval	2025	2031	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp4	richard-style-docs	Knowledge-Sharing+CommonFailures	RESTRUCTURE	output_quality	748	744	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp9	richard-style-amazon	Prose+Sentence Length	MERGE	output_quality	1000	997	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp5	richard-style-email	Email Analytical	SPLIT	output_quality	768	769	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp10	brain	Leverage Tiebreakers	REWORD	information_retrieval	1436	1475	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp6	amcc	The Hard Thing	ADD	information_retrieval	4291	4374	1.0	1.0	1.0	0.0	false	KEEP	150
run52_exp1	memory	Common Failures+Meeting Prep	MERGE	information_retrieval	2059	2045	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp1	heart	Hyperparameters	ADD	information_retrieval	3860	3920	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp7	richard-style-slack	Tone Register	ADD	output_quality	1211	1309	1.0	1.0	1.0	0.0	false	KEEP	180
run52_exp2	am-triage	full hook	COMPRESS	output_quality	325	176	1.0	1.0	1.0	0.0	false	KEEP	150
run52_exp3	amcc	Scoring math	REMOVE	information_retrieval	4374	4128	0.1	1.0	0.0	-0.9	true	REVERT	60
run51_exp8	memory	Usage Guide	RESTRUCTURE	information_retrieval	2045	2045	1.0	1.0	1.0	0.0	false	KEEP	180
run52_exp2	roster	Pre-WBR Callout Owners	COMPRESS	information_retrieval	2413	2331	1.0	1.0	1.0	0.0	false	KEEP	150
run52_exp4	device	When to Read	REWORD	information_retrieval	2284	2270	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp9	heart	Active Pipeline	RESTRUCTURE	information_retrieval	3920	3942	0.0	1.0	1.0	-1.0	false	REVERT	180
run52_exp3	amcc	Trigger Detection	SPLIT	information_retrieval	4374	4394	1.0	1.0	1.0	0.0	false	KEEP	150
run52_exp5	richard-style-amazon	Prose+Purpose	MERGE	output_quality	997	954	1.0	1.0	1.0	0.0	false	KEEP	150
run51_exp10	heart	Architecture	COMPRESS	information_retrieval	3920	3840	1.0	1.0	1.0	0.0	false	KEEP	150
run52_exp6	gut	Three Functions	REWORD	information_retrieval	2031	2016	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp4	nervous-system	Five Levels Position	ADD	information_retrieval	1335	1402	1.0	1.0	1.0	0.0	false	KEEP	150
run52_exp7	nervous-system	Loop 4 Delegation	REWORD	information_retrieval	1402	1399	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp8	richard-style-slack	What NOT to Do	REWORD	output_quality	1309	1293	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp5	richard-style-mbr	Common Failures	SPLIT	output_quality	537	575	0.96	0.96	0.96	0.0	false	KEEP	150
run52_exp9	amcc	Purpose	ADD	information_retrieval	4394	4437	0.9	0.8	0.9	0.1	false	KEEP	150
run53_exp1	eyes	Competitive Landscape	RESTRUCTURE	information_retrieval	1236	1237	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp10	eyes	Competitors	ADD	information_retrieval	1237	1283	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp6	device	AM Hooks	ADD	information_retrieval	2270	2313	1.0	1.0	1.0	0.0	false	KEEP	150
run53_exp2	eod-refresh	Common Failures	SPLIT	output_quality	552	558	1.0	1.0	1.0	0.0	false	KEEP	120
run53_exp3	brain	Decision Principles	RESTRUCTURE	information_retrieval	1475	1487	1.0	1.0	1.0	0.0	false	KEEP	150
run52_exp7	richard-style-amazon	Prose+Writing hygiene	MERGE	output_quality	954	898	1.0	1.0	1.0	0.0	false	KEEP	150
run53_exp4	audit-asana-writes	DuckDB logging	RESTRUCTURE	output_quality	310	300	1.0	1.0	1.0	0.0	false	KEEP	120
run53_exp5	richard-style-email	Email Operational	RESTRUCTURE	output_quality	769	769	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp8	gut	Purpose	REWORD	information_retrieval	2016	2028	1.0	1.0	1.0	0.0	false	KEEP	150
run53_exp1	heart	Design Choices	ADD	information_retrieval	3840	3867	0.9	0.9	0.9	0.0	false	KEEP	150
run52_exp9	richard-style-wbr	Data Source	ADD	output_quality	967	1009	0.96	0.96	0.96	0.0	false	KEEP	150
run53_exp2	device	Safety Guards	COMPRESS	information_retrieval	2313	2318	1.0	1.0	1.0	0.0	false	KEEP	120
run53_exp3	memory	Active Projects+Key Metrics	MERGE	information_retrieval	2045	2077	1.0	1.0	1.0	0.0	false	KEEP	120
run53_exp6	heart	Hyperparameters	REWORD	information_retrieval	3867	3836	1.0	1.0	1.0	0.0	false	KEEP	180
run53_exp4	spine	Tool Access & Integrations	COMPRESS	information_retrieval	1282	1160	1.0	1.0	1.0	0.0	false	KEEP	120
run52_exp10	memory	Common Failures	REWORD	information_retrieval	2045	2074	1.0	1.0	1.0	0.0	false	KEEP	150
run53_exp7	brain	Decision Log Decay Protocol	REWORD	information_retrieval	1487	1476	1.0	1.0	1.0	0.0	false	KEEP	150
run53_exp5	richard-style-wbr	Voice & Key Patterns	SPLIT	output_quality	1009	1010	1.0	0.98	1.0	0.02	false	KEEP	150
run53_exp8	eyes	Competitive Landscape	ADD	information_retrieval	1283	1307	1.0	1.0	1.0	0.0	false	KEEP	120
run53_exp6	gut	Digestion Protocol	REWORD	information_retrieval	2028	2037	1.0	1.0	1.0	0.0	false	KEEP	120
run53_exp9	eyes	OCI Performance	REWORD	information_retrieval	1307	1298	0.9	0.9	1.0	0.0	false	KEEP	120
run53_exp7	nervous-system	Loop 5 System Health	ADD	information_retrieval	1399	1447	1.0	1.0	1.0	0.0	false	KEEP	120
run53_exp10	heart	Step 4 Eval	COMPRESS	information_retrieval	3836	3273	1.0	1.0	1.0	0.0	false	KEEP	150
run53_exp8	audit-asana-writes	Full Hook	RESTRUCTURE	output_quality	300	226	1.0	1.0	1.0	0.0	false	KEEP	150
run53_exp9	amcc	Stickiness+Null state	COMPRESS	information_retrieval	4437	4374	1.0	1.0	1.0	0.0	false	KEEP	120
run54_exp1	memory	Usage Guide	REWORD	information_retrieval	2077	2106	1.0	1.0	0.92	0.0	false	KEEP	180
run54_exp1	richard-style-slack	What Shares Unprompted	RESTRUCTURE	output_quality	1293	1302	1.0	1.0	0.0	false	KEEP	187
run53_exp10	richard-style-slack	Response Patterns	ADD	output_quality	1293	1346	0.94	0.96	0.96	-0.02	false	REVERT	150
run54_exp2	spine	Session Bootstrap	ADD	information_retrieval	1160	1188	1.0	0.833	1.0	0.167	false	KEEP	120
run54_exp2	eyes	OCI Performance	RESTRUCTURE	information_retrieval	1298	1298	1.0	1.0	0.0	false	KEEP	64
run54_exp3	nervous-system	Loop 1 Decision Audit	SPLIT	information_retrieval	1447	1484	1.0	1.0	1.0	0.0	false	KEEP	120
run54_exp3	heart	DuckDB Integration	SPLIT	information_retrieval	3273	3280	1.0	1.0	0.0	false	KEEP	79
run55_exp1	richard-style-docs	Common Failures	COMPRESS	output_quality	744	755	1.0	1.0	1.0	0.0	false	KEEP	120
run54_exp4	amcc	Trigger Detection	ADD	information_retrieval	4469	4528	1.0	0.8	0.2	false	KEEP	93
run54_exp4	amcc	The Hard Thing	ADD	information_retrieval	4374	4469	0.917	0.667	0.917	0.25	false	KEEP	150
run55_exp2	eod-refresh	Common Failures	COMPRESS	output_quality	558	544	1.0	1.0	1.0	0.0	false	KEEP	120
run54_exp5	spine	Tool Access	RESTRUCTURE	information_retrieval	1188	1188	0.98	0.98	0.0	false	KEEP	68
run54_exp5	device	Delegation Protocols	REWORD	information_retrieval	2318	2331	1.0	0.917	1.0	0.083	false	KEEP	120
run54_exp6	gut	Three Functions	RESTRUCTURE	information_retrieval	1974	1974	1.0	1.0	0.0	false	KEEP	72
run55_exp3	gut	Integration Heart Loop	REMOVE	information_retrieval	2037	1974	1.0	1.0	1.0	0.0	false	KEEP	120
run54_exp6	device	WBR Forecast Pipeline	ADD	information_retrieval	2331	2388	1.0	0.917	0.833	0.083	false	KEEP	120
run55_exp4	richard-style-amazon	Appendix+Prose	MERGE	output_quality	898	843	1.0	1.0	1.0	0.0	false	KEEP	120
run54_exp7	brain	Prediction Template	SPLIT	information_retrieval	1476	1479	1.0	1.0	0.0	false	KEEP	119
run54_exp7	amcc	Political Awareness	RESTRUCTURE	information_retrieval	4528	4528	1.0	1.0	1.0	0.0	false	KEEP	120
run54_exp8	am-triage	Phase Labels	REMOVE	output_quality	176	167	0.0	1.0	-1.0	true	REVERT	121
run55_exp5	richard-style-mbr	Examples	SPLIT	output_quality	575	593	1.0	0.9	1.0	0.1	false	KEEP	150
run54_exp8	hands	Dependencies	COMPRESS	information_retrieval	1240	1216	1.0	1.0	1.0	0.0	false	KEEP	120
run55_exp6	nervous-system	Loop 1 Decision Audit	REWORD	information_retrieval	1484	1503	1.0	1.0	1.0	0.0	false	KEEP	150
run54_exp9	am-triage	Common Failures	ADD	information_retrieval	176	204	1.0	0.933	1.0	0.067	false	KEEP	120
run54_exp9	device	The Test	ADD	information_retrieval	2388	2445	1.0	0.9	0.1	false	KEEP	160
run55_exp7	device	SharePoint Durability	ADD	information_retrieval	2445	2483	1.0	0.8	1.0	0.2	false	KEEP	150
run54_exp10	roster	Pre-WBR Callout Owners	RESTRUCTURE	information_retrieval	2331	2331	1.0	1.0	0.0	false	KEEP	64
run54_exp10	eod-refresh	Backend Phases	ADD	information_retrieval	544	555	1.0	0.917	1.0	0.083	false	KEEP	120
run55_exp8	richard-style-email	Email Operational	SPLIT	output_quality	769	772	1.0	1.0	1.0	0.0	false	KEEP	150
run55_exp9	nervous-system	Loop 5 System Health	ADD	information_retrieval	1503	1538	1.0	0.9	1.0	0.1	false	KEEP	150
run56_exp1	nervous-system	Purpose	REWORD	information_retrieval	1538	1548	0.8	0.8	0.8	0.0	false	KEEP	120
run55_exp1	audit-asana-writes	STEP3_LOG	COMPRESS	output_quality	226	176	1.0	1.0	1.0	0.0	false	KEEP	120
run55_exp10	brain	Five Levels Graduation	SPLIT	information_retrieval	1479	1460	1.0	0.8	1.0	0.2	false	KEEP	180
run55_exp2	brain	Prediction_Template	REMOVE	information_retrieval	1460	1325	0.6	1.0	0.6	-0.4	false	REVERT	120
run56_exp2	eod-refresh	QueueForFrontend+CommonFailures	MERGE	output_quality	555	558	1.0	1.0	1.0	0.0	false	KEEP	150
